orgao_cnpj,portfolio_hhi,count_hhi,portfolio_neff,count_neff,portfolio_cr1,portfolio_cr4,relacao_hhi,razao_neff_valor_frequencia
12094507000130,0.6540092327645155,0.1666666666666666,1.5290304018690557,5.999999999999999,0.7828724278304837,0.9974659503488336,HHI monetário > HHI frequência,0.25483840031150934
12139961000160,0.0973363792644915,0.0454687499999999,10.273651101020578,21.993127147766327,0.2697012053150691,0.4490819962235375,HHI monetário > HHI frequência,0.46713007349952934
12273240000149,0.2104859412234336,0.0972222222222222,4.75091112588126,10.285714285714285,0.3467737960270123,0.8086787926586813,HHI monetário > HHI frequência,0.4618941372384559
12298037000127,0.6902825742296533,0.1428571428571428,1.448682086630953,7.0,0.8105653076028301,0.9988218595589552,HHI monetário > HHI frequência,0.20695458380442186
12321353000172,0.2037930796367015,0.1428571428571428,4.906937967583016,7.0,0.2853875034329738,0.7929799620872214,HHI monetário > HHI frequência,0.7009911382261451
12334083000134,0.4095757885357657,0.0299145299145299,2.441550570103282,33.42857142857143,0.6344807967185516,0.7321026402376567,HHI monetário > HHI frequência,0.07303783756719219
12488175000179,0.2576240271193461,0.15625,3.8816255268641657,6.4,0.4332624758158931,0.87059955363301,HHI monetário > HHI frequência,0.6065039885725259
12710978000126,0.8114977311037767,0.1428571428571428,1.2322893357198026,7.0,0.8997841525787298,0.9623791655109448,HHI monetário > HHI frequência,0.1760413336742575
13183513000127,0.3616990377566926,0.2,2.764729500532095,4.999999999999999,0.5364209620251275,0.9947757262828856,HHI monetário > HHI frequência,0.5529459001064191
13417917000138,0.131530783191322,0.1147959183673469,7.60278298157337,8.71111111111111,0.244951999014154,0.6146854281143417,HHI monetário > HHI frequência,0.8727684545173512
13497205000176,0.0829886583314778,0.0425347222222222,12.049839340765637,23.51020408163265,0.155437286961296,0.4796231237070614,HHI monetário > HHI frequência,0.5125365691818717
13844779000173,0.2982558485082818,0.1666666666666666,3.3528261222754616,5.999999999999999,0.4716082915616039,0.9382573027588236,HHI monetário > HHI frequência,0.558804353712577
13886006000150,0.4570165888991794,0.1124260355029586,2.188104380212347,8.894736842105262,0.5680145330796212,0.9708831285556812,HHI monetário > HHI frequência,0.24599990073393255
13954199000139,0.0807264365019729,0.0425330812854442,12.38751570528646,23.51111111111112,0.1734689863376404,0.4511734627607284,HHI monetário > HHI frequência,0.5268792124176659
14007211000160,0.4220149131457742,0.1666666666666666,2.369584507205734,5.999999999999999,0.510682493502945,0.9841757511589132,HHI monetário > HHI frequência,0.3949307512009557
14464143000169,0.3574598298121066,0.1666666666666666,2.7975171378715054,5.999999999999999,0.4426797544537874,0.9883619957248148,HHI monetário > HHI frequência,0.46625285631191765
14492062000172,0.4601104961317251,0.1666666666666666,2.173390975444537,5.999999999999999,0.6544136437391755,0.9406508994424724,HHI monetário > HHI frequência,0.36223182924075625
14499742000118,0.2072268470343392,0.2,4.825629566396344,4.999999999999999,0.2387096774193548,0.8709677419354838,HHI monetário > HHI frequência,0.965125913279269
14608771000170,0.0604103453438841,0.0555850781166967,16.553456106028342,17.990439770554506,0.1260167086089605,0.3680638073292565,HHI monetário > HHI frequência,0.9201251507548961
14645035000192,0.6541966143794241,0.28,1.528592441507218,3.571428571428571,0.7990614430616801,1.0,HHI monetário > HHI frequência,0.4280058836220211
14682109000160,0.4207289954339527,0.140495867768595,2.376826914362224,7.117647058823529,0.5375396198768381,0.9964618873772648,HHI monetário > HHI frequência,0.3339343598690728
14792165000158,0.3119733773679624,0.1428571428571428,3.2054017186874653,7.0,0.4316543889702385,0.9912144956315556,HHI monetário > HHI frequência,0.45791453124106646
14810479000136,0.2899138675288668,0.2222222222222222,3.449300333660064,4.499999999999999,0.4401408450704225,0.969528710725894,HHI monetário > HHI frequência,0.7665111852577922
14814139000183,0.6246677902278505,0.2,1.6008509093053211,4.999999999999999,0.7655593713489348,0.9980688580835992,HHI monetário > HHI frequência,0.3201701818610643
16692121000181,0.480832443574528,0.0769230769230769,2.079726552072816,12.999999999999996,0.5901373652829561,0.9725893891875608,HHI monetário > HHI frequência,0.1599789655440628
17710115000172,0.127041665867616,0.065,7.871433306314255,15.38461538461538,0.2286963883514742,0.6526374995564443,HHI monetário > HHI frequência,0.5116431649104267
17756464000125,0.1270418646801504,0.0656,7.871420988015803,15.243902439024389,0.2639069644435474,0.6056314324633657,HHI monetário > HHI frequência,0.5163652168138367
17799033000146,0.0450854625984814,0.0203617969821673,22.18009847000396,49.111578947368415,0.1356366151324957,0.3052714258551015,HHI monetário > HHI frequência,0.4516266620907014
