modelo,covariancia,termo,coef,erro_padrao,estatistica,p,ci95_inf,ci95_sup
P4_CountHHI_norm,HC3,C(uf)[T.PB],-0.002308360458836617,0.010047910302475607,-0.22973537674474287,0.8182974033693147,-0.022001902771577767,0.017385181853904533
P4_CountHHI_norm,HC3,C(uf)[T.PE],0.0036080944635097185,0.010084410829281652,0.35778931705489986,0.7205009858322196,-0.01615698756718802,0.02337317649420746
P4_CountHHI_norm,HC3,C(uf)[T.PI],-0.0008036040739005621,0.024990741047031896,-0.03215607221843486,0.9743475873382936,-0.04978455647304988,0.04817734832524876
P4_CountHHI_norm,HC3,C(uf)[T.PR],0.006574648780819715,0.011181320099825363,0.5880029121894473,0.5565303381162918,-0.015340335914451797,0.02848963347609123
P4_CountHHI_norm,HC3,C(uf)[T.RJ],0.0022605588903871062,0.010491014848343742,0.2154757116509076,0.8293964466053205,-0.018301452373641565,0.02282257015441578
P4_CountHHI_norm,HC3,C(uf)[T.RS],0.005864634724180238,0.010021929753303967,0.5851801867047434,0.5584265658489862,-0.013777986647885928,0.025507256096246402
P4_CountHHI_norm,HC3,C(uf)[T.SC],0.003320269578149226,0.010233524546180879,0.32445024811987583,0.745597182872689,-0.016737069967271898,0.023377609123570352
P4_CountHHI_norm,HC3,C(uf)[T.SE],0.006355528703595046,0.009927062099111818,0.6402225190233957,0.5220279446123683,-0.013101155482956706,0.025812212890146798
P4_CountHHI_norm,HC3,C(uf)[T.SP],0.012885081653595266,0.010725218674556353,1.2013817195320033,0.22960316391425484,-0.008135960674851601,0.03390612398204213
P4_CountHHI_norm,HC3,C(uf)[T.TO],0.02793613262500741,0.02972364789483192,0.9398621839368745,0.34728825698438215,-0.03032114673801295,0.08619341198802777
P4_CountHHI_norm,HC3,log_populacao_siconfi,0.001272353404507132,0.0009510795419944739,1.337799151729125,0.18096191849261045,-0.0005917282442348868,0.0031364350532491507
P4_CountHHI_norm,HC3,log_despesa_pc,0.0005182742862338078,0.004223242555197282,0.12271951692568543,0.9023292084138721,-0.007759129019929776,0.008795677592397392
P4_CountHHI_norm,HC3,log_n_fornecedores,-0.018670632136319826,0.004195211842345306,-4.450462297961604,8.568563607062157e-06,-0.026893096254832556,-0.010448168017807099
P4_CountHHI_norm,HC3,log_instrumentos_por_fornecedor,0.07017923098107826,0.016945745976993432,4.141406998332078,3.451818318660768e-05,0.036966179175006615,0.1033922827871499
P5_Gap_valor_frequencia,cluster_municipio,Intercept,-0.041909999633198795,0.38184947273541464,-0.10975529004393425,0.9126034501231443,-0.7903212137102208,0.7065012144438233
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.BA],0.10371285990444068,0.05840244251147786,1.7758308633077793,0.07576079905488525,-0.01075382402722691,0.21817954383610827
P5_Gap_valor_frequencia,cluster_municipio,C(uf)[T.CE],0.09045739413516396,0.0652930577236841,1.3854060031615254,0.16592835641507053,-0.037514647443751686,0.2184294357140796
