id_compra,n_instrumentos,n_fornecedores,valor_inicial
22257307000105-1-000018/2025,2,1,3151.35
22257307000105-1-000023/2025,1,1,2016.0
22310261000140-1-000013/2025,3,3,271500.0
22347742000120-1-000009/2025,1,1,120000.0
22347742000120-1-000011/2024,1,1,28450.0
22604896000150-1-000007/2025,1,1,270.0
22604896000150-1-000008/2025,1,1,268.0
22604896000150-1-000009/2025,1,1,56.0
22604896000150-1-000010/2025,1,1,100.0
22604896000150-1-000048/2025,1,1,8524.73
22604896000150-1-000098/2025,1,1,560.0
22604896000150-1-000123/2025,1,1,60.0
22604896000150-1-000311/2025,1,1,191.48
22604896000150-1-000312/2025,1,1,2499.0
22604896000150-1-000430/2025,1,1,350.0
22604896000150-1-000431/2025,1,1,2450.0
22604896000150-1-000432/2025,1,1,350.0
22604896000150-1-000464/2025,5,2,23969.010000000002
22604896000150-1-000532/2025,1,1,396.0
22604896000150-1-000533/2025,1,1,1225.0
22604896000150-1-000534/2025,1,1,450.0
22604896000150-1-000535/2025,1,1,105.0
22604896000150-1-000724/2025,1,1,210.1
22604896000150-1-000725/2025,1,1,70.0
22604896000150-1-000726/2025,1,1,70.0
22604896000150-1-000727/2025,1,1,770.0
22604896000150-1-000728/2025,1,1,973.8
22604896000150-1-000729/2025,1,1,3500.0
22604896000150-1-000730/2025,1,1,240.0
22604896000150-1-000820/2025,1,1,275.0
22604896000150-1-000821/2025,1,1,70.0
22604896000150-1-000822/2025,1,1,34.95
22604896000150-1-000939/2025,1,1,1360.0
22604896000150-1-000940/2025,1,1,2357.36
22604896000150-1-000941/2025,1,1,1850.0
22604896000150-1-000942/2025,1,1,612.95
22604896000150-1-000943/2025,1,1,10.32
22604896000150-1-001023/2025,1,1,70.0
22604896000150-1-001024/2025,1,1,120.0
22604896000150-1-001025/2025,1,1,10.0
22604896000150-1-001026/2025,1,1,250.0
22604896000150-1-001027/2025,1,1,125.0
22604896000150-1-001028/2025,1,1,55.5
22604896000150-1-001029/2025,1,1,823.0
22604896000150-1-001116/2025,1,1,18.0
22604896000150-1-001117/2025,1,1,500.0
22604896000150-1-001118/2025,1,1,500.0
22604896000150-1-001119/2025,1,1,200.0
22604896000150-1-001120/2025,1,1,460.0
22716084000105-1-000004/2025,1,1,48000.0
22781167000170-1-000078/2025,1,1,59200.0
22835076000170-1-000079/2024,1,1,197790.0
22859490000119-1-000001/2025,1,1,800.0
22859490000119-1-000007/2025,1,1,1800.0
22988000000184-1-000025/2024,1,1,900871.2
22988000000184-1-000027/2025,1,1,1083800.0
22988000000184-1-000049/2025,1,1,80237.1
23108791000173-1-000002/2025,1,1,17187.76
23278690000140-1-000060/2023,1,1,189400.0
23278690000140-1-000073/2025,1,1,37322.22
23278690000140-1-000079/2025,1,1,187000.0
23278690000140-1-000090/2025,5,5,15668.0
23278690000140-1-000115/2025,3,3,18214.23
23535271000147-1-000023/2025,1,1,54498.0
23583291000193-1-000002/2025,1,1,13800.0
23583291000193-1-000003/2025,1,1,2240.0
23681516000144-1-000008/2025,1,1,3575.2
23773012000154-1-000005/2024,1,1,384.0
23773012000154-1-000013/2025,143,26,272279.574
23773012000154-1-000016/2025,1,1,228.0
23773012000154-1-000024/2025,3,3,15845.0
23773012000154-1-000026/2024,1,1,176.0
23773012000154-1-000027/2025,3,3,884.18
23773012000154-1-000035/2024,43,17,63669.034
23773012000154-1-000054/2024,1,1,3991.0
23773012000154-1-000071/2024,6,6,1171.15
23773012000154-1-000095/2024,31,12,31857.22
23773012000154-1-000101/2024,1,1,451.2
23773012000154-1-000103/2024,1,1,582.0
23773012000154-1-000105/2024,1,1,147631.81
23773012000154-1-000111/2024,2,2,21676.3
23773012000154-1-000113/2024,1,1,18950.0
23773012000154-1-000115/2024,2,2,236.86
23773012000154-1-000122/2024,1,1,2700.0
23773012000154-1-000128/2024,8,7,6744.51
23782816000110-1-000015/2025,1,1,395000.0
23802507000164-1-000009/2025,1,1,1284511.8
23848859000150-1-000023/2025,2,2,3190.0
23982047000101-1-000006/2025,1,1,32800.0
23982047000101-1-000029/2025,1,1,70000.0
24059574000101-1-000002/2025,1,1,3301933.94
24121284000132-1-000035/2025,1,1,14242.6
24513574000121-1-000008/2025,1,1,9360.0
24513574000121-1-000010/2025,2,2,55286.22
24513574000121-1-000012/2025,1,1,85422.2
24513574000121-1-000033/2025,1,1,169800.0
24513574000121-1-000042/2025,1,1,13800.0
24513574000121-1-000043/2025,1,1,240037.2
24513574000121-1-000060/2025,1,1,14400.0
24513574000121-1-000066/2025,1,1,288000.0
24513574000121-1-000068/2025,1,1,288000.0
24513574000121-1-000119/2025,1,1,196224.55
24513574000121-1-000120/2025,3,3,43421.4
24513574000121-1-000127/2025,1,1,14544.0
24513574000121-1-000131/2025,1,1,16320.0
24513574000121-1-000184/2025,1,1,8208.0
24513574000121-1-000187/2025,1,1,34584.0
24513574000121-1-000191/2025,1,1,32400.0
24513574000121-1-000230/2025,1,1,288000.0
24513574000121-1-000243/2025,1,1,288000.0
24513574000121-1-000244/2025,1,1,300000.0
24513574000121-1-000245/2025,1,1,2000000.0
24513574000121-1-000246/2025,1,1,2330000.0
24513574000121-1-000389/2024,1,1,200000.0
24513574000121-1-000457/2024,1,1,288000.0
24513574000121-1-000498/2024,1,1,288000.0
24513574000121-1-000509/2024,1,1,288000.0
24513574000121-1-000513/2024,1,1,288000.0
24651234000167-1-000134/2025,1,1,180860.0
24651234000167-1-000149/2025,4,4,61212.0
24858555000137-1-000001/2025,1,1,3504.12
24977100000130-1-000068/2025,1,1,900.0
24977100000130-1-000074/2025,1,1,421999.0
24977100000130-1-000079/2025,1,1,6370.0
24977100000130-1-000081/2025,1,1,5175.0
24977100000130-1-000082/2025,1,1,22100.0
24990099000184-1-000010/2024,1,1,362444.0
24996845000147-1-000004/2025,1,1,43939.16
25107871000130-1-000045/2025,1,1,15500.0
25141524000123-1-000071/2025,3,3,407358.0
25234161000170-1-000003/2025,1,1,140000.0
25234161000170-1-000005/2025,1,1,4050.0
25234161000170-1-000006/2025,1,1,25000.0
25269069000146-1-000008/2025,3,3,223998.37000000002
25269069000146-1-000030/2025,3,3,39174.88
25769548000121-1-000010/2025,1,1,235.0
25769548000121-1-000012/2025,1,1,7440.0
25769548000121-1-000036/2025,1,1,38000.0
25769548000121-1-000043/2025,1,1,80000.0
25769548000121-1-000060/2025,1,1,15802.5
25769548000121-1-000066/2025,1,1,400000.0
25769548000121-1-000080/2025,1,1,74000.0
25769548000121-1-000108/2025,1,1,142500.0
25769548000121-1-000123/2025,1,1,108679.0
25769548000121-1-000129/2025,2,1,380261.5
25769548000121-1-000145/2025,1,1,245920.0
25769548000121-1-000176/2024,1,1,190300.0
25769548000121-1-000176/2025,1,1,63000.0
25769548000121-1-000187/2024,1,1,516200.0
25769548000121-1-000190/2025,1,1,858.0
25769548000121-1-000206/2025,2,2,48980.37
25769548000121-1-000207/2024,2,1,7600.0
25769548000121-1-000257/2024,1,1,131601.6
25769548000121-1-000259/2025,2,1,628470.0
25769548000121-1-000265/2024,2,1,135581.8
25769548000121-1-000279/2024,2,1,1949937.0099999998
25838855000117-1-000012/2025,1,1,8500.0
26141515000103-1-000001/2025,1,1,4399.5
26141515000103-1-000023/2025,1,1,1600.0
26141515000103-1-000037/2024,1,1,229000.0
26938926000116-1-000018/2025,1,1,8790.0
26938926000116-1-000021/2025,1,1,20022.8
26938926000116-1-000047/2025,1,1,44490.6
26938926000116-1-000048/2025,1,1,7893.0
26938926000116-1-000060/2025,1,1,2828.81
26938926000116-1-000065/2025,1,1,3200.0
26938926000116-1-000066/2025,1,1,1290.84
26938926000116-1-000071/2025,1,1,1488.66
26938926000116-1-000072/2025,1,1,8678.0
26938926000116-1-000075/2025,1,1,6895.96
26938926000116-1-000076/2025,3,1,6757.5
26938926000116-1-000080/2025,1,1,30605.0
26938926000116-1-000088/2025,1,1,3386.0
26938926000116-1-000149/2025,1,1,1763988.0
26938926000116-1-000164/2025,1,1,1160.03
26938926000116-1-000165/2025,1,1,1090.0
26981455000129-1-000011/2024,2,1,56394.0
26981455000129-1-000018/2024,6,2,5427863.5
26981455000129-1-000021/2024,1,1,389852.0
26981455000129-1-000075/2025,1,1,78540.0
26981455000129-1-000093/2024,1,1,240000.0
26981455000129-1-000144/2025,1,1,9.42
27080605000196-1-000013/2025,1,1,1797.0
27080605000196-1-000141/2025,1,1,12450.0
27080605000196-1-000258/2025,1,1,3600.0
27080605000196-1-000386/2024,1,1,5927.6
27108141000189-1-000020/2025,1,1,13699.0
27108141000189-1-000040/2025,2,2,15929.0
27108141000189-1-000047/2025,1,1,489.0
27108141000189-1-000076/2024,1,1,29151.95
27142058000126-1-000227/2025,2,2,1600.0
27142058000126-1-000282/2025,4,4,12491.03
27142058000126-1-000367/2025,1,1,5400.0
27142702000166-1-000118/2025,1,1,3000.0
27142702000166-1-000144/2025,1,1,3000.0
27142702000166-1-000147/2025,1,1,3500.0
27142702000166-1-000156/2025,1,1,3000.0
27142702000166-1-000198/2025,1,1,40000.0
27142702000166-1-000207/2025,1,1,40000.0
27142702000166-1-000244/2025,1,1,213359.88
27142702000166-1-000257/2025,1,1,3000.0
27142702000166-1-000331/2025,1,1,429133.27
27142702000166-1-000362/2025,1,1,7000.0
27165547000101-1-000043/2025,1,1,329665.0
27165554000103-1-000544/2025,1,1,4000.0
27165554000103-1-000545/2025,1,1,7000.0
27165737000110-1-000040/2025,2,2,849856.658
27165737000110-1-000050/2025,1,1,167000.0
27165737000110-1-000063/2024,1,1,343302.0
27174093000127-1-000287/2025,1,1,118509.36
27174135000120-1-000047/2025,1,1,825065.0
27261826000160-1-000001/2024,1,1,600000.0
27562511000153-1-000006/2025,1,1,359.96
27744234000108-1-000014/2025,1,1,9600.0
27744234000108-1-000015/2025,1,1,12000.0
27780220000131-1-000133/2024,2,2,150500.0
27834977000160-1-000026/2025,5,5,196989.5
27998368000147-1-000021/2024,1,1,7207.04
27998368000147-1-000105/2025,1,1,2785000.0
28052214000120-1-000001/2025,1,1,32499.0
28164691000188-1-000008/2024,4,1,15001746.940000001
28174884000110-1-000002/2025,1,1,22770.0
28543098000142-1-000024/2025,1,1,9000.0
28550176000136-1-000066/2025,1,1,32000.0
28550176000136-1-000086/2025,1,1,15000.0
28550176000136-1-000087/2025,1,1,75000.0
28550176000136-1-000088/2025,1,1,180000.0
28550176000136-1-000113/2025,1,1,16500.0
28550176000136-1-000114/2025,1,1,16000.0
28550176000136-1-000115/2025,1,1,120000.0
28550176000136-1-000116/2025,1,1,90000.0
28550176000136-1-000117/2025,1,1,50000.0
28550176000136-1-000118/2025,1,1,25000.0
28550176000136-1-000119/2025,1,1,69000.0
28553049000190-1-000006/2025,1,1,122110.0
28553049000190-1-000009/2025,1,1,174000.0
28650418000163-1-000024/2025,1,1,124845.0
28725566000108-1-000005/2025,5,3,133684.9
28725566000108-1-000013/2025,1,1,38000.0
28725566000108-1-000014/2025,1,1,267000.0
28841729000100-1-000079/2025,1,1,9900.0
28842205000133-1-000039/2025,2,2,8250.0
28875494000177-1-000013/2025,1,1,1963820.0
28875494000177-1-000026/2025,4,4,254195.7
28875494000177-1-000036/2025,1,1,48066.0
28875494000177-1-000075/2025,1,1,317863.0
28997560000181-1-000013/2025,1,1,15507.86
28997560000181-1-000034/2025,1,1,499.0
28997560000181-1-000035/2025,1,1,40000.0
28997560000181-1-000043/2024,8,8,492744.82000000007
29053402000136-1-000027/2025,1,1,1024080.0
29063294000182-1-000102/2024,6,6,4837962.5
29112760000172-1-000001/2025,1,1,200980.0
29112760000172-1-000019/2025,2,2,714900.0
29112760000172-1-000042/2025,1,1,39986.94
29112760000172-1-000062/2025,1,1,194040.0
29112760000172-1-000081/2025,1,1,5000.0
29112760000172-1-000082/2025,1,1,2000.0
29112760000172-1-000083/2025,1,1,8000.0
29112760000172-1-000084/2025,1,1,5000.0
29112760000172-1-000085/2025,1,1,5000.0
29112760000172-1-000159/2025,1,1,2997.0
29112760000172-1-000179/2025,5,5,6262.280000000001
29116902000170-1-000010/2024,1,1,86400.0
29138369000147-1-000117/2025,1,1,2399.25
29355454000167-1-000023/2025,3,3,249336.0
29355454000167-1-000025/2025,4,4,163768.4
29355454000167-1-000028/2025,1,1,1959999.45
29505936000156-1-000025/2025,1,1,102264.0
29525079000156-1-000014/2025,1,1,6480.0
29578957000100-1-000004/2025,1,1,32000.0
29578965000148-1-000003/2025,1,1,0.15
29578965000148-1-000004/2025,6,5,23049.83
29578965000148-1-000006/2024,1,1,254400.0
29578965000148-1-000006/2025,6,6,47211.7
29578965000148-1-000008/2025,1,1,15000.0
29799949000185-1-000002/2025,1,1,17430.0
29937718000190-1-000034/2025,1,1,5476.0
29937718000190-1-000044/2025,7,7,5080.790000000001
29957183000110-1-000001/2025,3,3,3.0
30024283000172-1-000032/2025,1,1,9850.0
30035300000177-1-000002/2025,1,1,121521.86
30101686000178-1-000035/2025,1,1,32340.0
30101686000178-1-000036/2025,1,1,24000.0
30391653000100-1-000015/2025,1,1,1398999.92
30391653000100-1-000026/2025,1,1,130800.0
30465693000159-1-000040/2025,1,1,180000.0
30465693000159-1-000041/2025,2,1,4998.0
30465693000159-1-000046/2025,1,1,7000.0
30470589000152-1-000002/2025,1,1,2718900.0
30482588000128-1-000001/2025,8,8,1704780.0
30482588000128-1-000012/2025,1,1,20795.86
30482588000128-1-000013/2025,1,1,20796.23
30482588000128-1-000014/2025,1,1,20795.03
30482588000128-1-000015/2025,1,1,115520.0
30497215000120-1-000061/2025,1,1,60000.0
30543746000102-1-000009/2025,1,1,61499.24
30543746000102-1-000016/2025,1,1,54240.0
30613786000183-1-000048/2025,1,1,74980.0
30638611000120-1-000009/2025,2,1,44910.119999999995
30638611000120-1-000013/2025,1,1,21714.0
30638611000120-1-000040/2024,1,1,4507.0
30638611000120-1-000046/2025,1,1,4942.95
30642270000167-1-000001/2025,1,1,1800.0
30695182000123-1-000005/2025,3,1,15685.0
30704185000186-1-000004/2025,1,1,29999.99
30726320000194-1-000001/2025,23,23,619332.4689
30731257000184-1-000006/2024,1,1,59559.0
30731257000184-1-000037/2025,1,1,2785200.0
30731257000184-1-000038/2025,2,1,2399990.0
30743974000126-1-000002/2025,1,1,138230.0
30743974000126-1-000004/2025,1,1,578360.0
30743974000126-1-000007/2025,1,1,50661.5
30743974000126-1-000011/2025,1,1,59013.0
30746268000138-1-000021/2025,1,1,95259.2
30753960000193-1-000019/2025,2,2,75000.0
30753960000193-1-000024/2025,1,1,17600.0
30753994000188-1-000112/2025,1,1,7442995.0
30773502000116-1-000034/2025,1,1,218750.0
30784957000137-1-000010/2025,2,2,2643867.18
30784957000137-1-000011/2025,1,1,76800.0
30784957000137-1-000012/2025,1,1,50000.0
30899445000116-1-000004/2025,1,1,20169.0
30899445000116-1-000027/2025,2,2,1290000.0
30899445000116-1-000039/2025,1,1,17000.0
30920416000199-1-000005/2025,1,1,424080.0
30920620000100-1-000005/2025,1,1,5600.0
30920620000100-1-000037/2025,1,1,497152.49
30920620000100-1-000038/2025,1,1,6326.49
30935256000151-1-000005/2025,1,1,57750.0
30935256000151-1-000046/2025,1,1,28000.0
30935256000151-1-000047/2025,1,1,75000.0
30935256000151-1-000048/2025,1,1,250000.0
30935256000151-1-000049/2025,1,1,60000.0
30941262000111-1-000008/2025,7,7,182204.7
30957190000109-1-000007/2025,4,2,987235.0
30957190000109-1-000020/2025,1,1,93487.6
30957190000109-1-000021/2025,11,11,44425.9
30957190000109-1-000033/2025,2,2,312918.30000000005
30985841000166-1-000003/2025,1,1,1655696.8
31010615000122-1-000002/2025,1,1,661500.0
31030781000190-1-000011/2025,1,1,41969.0
31054454000179-1-000004/2025,1,1,8492.0
31178434000100-1-000011/2025,2,2,1844895.6
31294097000116-1-000019/2025,1,1,23010.0
31340154000156-1-000009/2025,1,1,45000.0
31340154000156-1-000013/2025,1,1,18000.0
31417180000135-1-000006/2025,1,1,6673.4
31417180000135-1-000009/2023,4,3,2252.29
31506306000148-1-000017/2024,15,15,2502754.0
31506306000148-1-000019/2024,1,1,462400.0
31506306000148-1-000020/2024,16,16,8854577.79
31846892000170-1-000017/2025,2,1,252553.08000000002
32001836000105-1-000011/2025,1,1,1200.0
32001836000105-1-000020/2023,1,1,1601.5
32001836000105-1-000025/2023,1,1,10125.0
32001836000105-1-000038/2023,1,1,189987.5
32001836000105-1-000042/2025,1,1,73674.8
32001836000105-1-000102/2025,1,1,59301.62
32001836000105-1-000106/2024,2,2,200445.52
32001836000105-1-000108/2024,1,1,27838.56
32001836000105-1-000129/2025,1,1,5271.9
32001836000105-1-000131/2025,1,1,13800.0
32001836000105-1-000143/2025,1,1,19000.0
32001836000105-1-000159/2025,1,1,128326.6
32001836000105-1-000174/2025,1,1,0.2
32001836000105-1-000194/2025,1,1,11859.0
32001836000105-1-000232/2025,1,1,49750.0
32192146000172-1-000002/2025,1,1,1050.0
32192146000172-1-000003/2025,1,1,2370.0
32192146000172-1-000004/2025,1,1,1798.2
32286364000176-1-000002/2025,1,1,4490.0
32368984000154-1-000005/2025,1,1,59748.0
32370759000152-1-000004/2025,1,1,195000.0
32370759000152-1-000010/2025,1,1,315000.0
32370759000152-1-000028/2025,3,3,889098.36
32504706000187-1-000007/2025,1,1,19350.0
32504706000187-1-000029/2024,1,1,177030.0
32504706000187-1-000049/2024,1,1,2594.69
32504706000187-1-000063/2025,4,4,11168.8
32504706000187-1-000084/2024,1,1,18747.88
32504706000187-1-000125/2025,1,1,84624.99
32504706000187-1-000211/2024,1,1,668805.3
32531313000162-1-000011/2025,1,1,60297.0
32556060000181-1-000038/2024,2,2,23690.260000000002
32974503000154-1-000007/2025,1,1,2748.0
32988237000119-1-000004/2025,1,1,30000.0
33002067000114-1-000004/2025,1,1,8000.0
33318128000157-1-000023/2025,1,1,3600.0
33840043000134-1-000005/2025,1,1,497.94
33840043000134-1-000012/2025,1,1,36350.0
33840043000134-1-000040/2025,2,2,5394.55
33840043000134-1-000045/2025,6,4,248840.0
33840043000134-1-000046/2025,4,4,11715.64
34141539000182-1-000001/2025,1,1,149980.85
34481804000171-1-000026/2025,1,1,544320.0
34481804000171-1-000027/2025,1,1,18931.0
34550730000188-1-000051/2025,1,1,9800.0
34833539000143-1-000029/2025,1,1,48975.09
34833539000143-1-000039/2025,1,1,34900.0
34906284000100-1-000028/2025,1,1,1393731.84
34906284000100-1-000031/2025,1,1,113842.56
34906284000100-1-000039/2025,1,1,27540.0
35182004000112-1-000005/2025,1,1,43200.0
35607532000176-1-000101/2025,1,1,18240.0
36388445000138-1-000073/2025,1,1,4320.2
36507127000149-1-000003/2025,1,1,158400.0
36507127000149-1-000012/2025,1,1,196620.12
36507127000149-1-000063/2025,1,1,132000.0
36507127000149-1-000188/2024,1,1,249801.96
36576106000185-1-000002/2025,1,1,4500.0
36975571000199-1-000329/2025,1,1,60720.0
36975571000199-1-000330/2025,1,1,37272.0
36975571000199-1-000414/2025,1,1,60720.0
36975571000199-1-000483/2025,1,1,22800.0
36975571000199-1-000531/2025,1,1,523200.0
36975571000199-1-000534/2025,1,1,174000.0
36975571000199-1-000554/2025,1,1,174000.0
36975571000199-1-000555/2025,1,1,174000.0
36975571000199-1-000557/2025,1,1,174000.0
36975571000199-1-000558/2025,1,1,583320.0
36975571000199-1-000559/2025,1,1,174000.0
36975571000199-1-000571/2025,1,1,174000.0
36975571000199-1-000572/2025,1,1,465600.0
36975571000199-1-000573/2025,1,1,465600.0
36975571000199-1-000574/2025,1,1,113400.0
36975571000199-1-000575/2025,1,1,237000.0
36975571000199-1-000576/2025,1,1,465600.0
36975571000199-1-000577/2025,1,1,174000.0
36975571000199-1-000578/2025,1,1,33000.0
36975571000199-1-000579/2025,1,1,277200.0
36975571000199-1-000580/2025,1,1,780000.0
36975571000199-1-000596/2025,1,1,37272.0
36975571000199-1-000664/2025,1,1,33000.0
36975571000199-1-000681/2025,1,1,37272.0
36975571000199-1-000750/2025,5,5,71381.8
36975571000199-1-001005/2025,1,1,33000.0
36975571000199-1-001007/2025,1,1,33000.0
36975571000199-1-001008/2025,1,1,33000.0
37198728000180-1-000002/2025,1,1,30000.0
37226644000102-1-000015/2024,1,1,14400.0
37382116000142-1-000016/2025,1,1,17272.0
37382116000142-1-000050/2025,1,1,900091.99
37622644000121-1-000019/2025,1,1,31020.0
37622644000121-1-000020/2025,1,1,925.0
39223581000166-1-000010/2025,1,1,374400.0
39223581000166-1-000075/2025,2,1,98790.12
39563911000162-1-000031/2025,1,1,389999.99
39563911000162-1-000038/2025,2,2,344398.0
39563911000162-1-000040/2025,1,1,856800.0
39563911000162-1-000098/2025,1,1,127106.0
39563911000162-1-000099/2025,1,1,662188.0
39563911000162-1-000100/2025,1,1,667428.0
39563911000162-1-000101/2025,1,1,666782.0
39563911000162-1-000102/2025,1,1,647736.0
39563911000162-1-000103/2025,1,1,556000.0
39563911000162-1-000104/2025,1,1,236392.0
39563911000162-1-000105/2025,1,1,412256.0
39563911000162-1-000106/2025,1,1,118300.0
39563911000162-1-000107/2025,1,1,667010.0
39691605000101-1-000003/2025,1,1,20370.25
39691605000101-1-000004/2025,1,1,7608.0
39691605000101-1-000005/2025,1,1,16662.75
39754247000139-1-000008/2025,1,1,24800.0
39754247000139-1-000014/2025,1,1,11800.0
39758701000120-1-000001/2025,1,1,179000.0
40454320000136-1-000045/2025,1,1,11960.0
40637159000136-1-000015/2025,1,1,58700.0
40637159000136-1-000047/2025,5,5,331210.0
40637159000136-1-000048/2025,2,2,580260.0
40637159000136-1-000071/2025,10,10,1400031.9
40893778000191-1-000048/2025,2,2,52740.0
41090291000133-1-000084/2025,1,1,420960.0
41090291000133-1-000146/2025,1,1,909600.0
41102337000197-1-000021/2025,1,1,948000.0
41102337000197-1-000022/2025,1,1,50000.0
41163517000189-1-000004/2024,1,1,254196.0
41163517000189-1-000004/2025,1,1,2813.0
41256744000159-1-000013/2025,1,1,30163.61
41593983000102-1-000013/2025,1,1,400000.0
41714199000105-1-000002/2025,1,1,12350.0
41779117000100-1-000044/2024,2,2,99793.0
41779117000100-1-000046/2024,1,1,6984.0
41814509000155-1-000007/2024,1,1,134949.96
41814509000155-1-000008/2024,1,1,9342997.92
41814509000155-1-000012/2024,1,1,6950.0
41851556000179-1-000002/2024,1,1,35000.0
41851556000179-1-000003/2025,1,1,14183.8
41863890000142-1-000009/2025,1,1,1130.0
41863890000142-1-000010/2025,1,1,4200.0
41863890000142-1-000011/2025,1,1,30800.0
41863890000142-1-000034/2025,1,1,45000.0
41923828000107-1-000003/2025,1,1,228392.1
41923828000107-1-000010/2024,1,1,300787.5
43467992000174-1-000103/2025,1,1,18194.4
43728028000152-1-000001/2025,1,1,36000.0
43939047000128-1-000037/2025,1,1,43477.0
44209474000113-1-000001/2025,1,1,372178.62
44239770000167-1-000018/2025,1,1,36000.0
44239770000167-1-000075/2025,1,1,1500000.0
44239770000167-1-000088/2025,1,1,8970.0
44239770000167-1-000178/2025,1,1,145100.0
44239770000167-1-000236/2025,1,1,486000.0
44318534000136-1-000043/2025,1,1,7701.0
44318534000136-1-000044/2025,1,1,3877.0
44318534000136-1-000048/2025,1,1,4268.59
44369977000156-1-000001/2025,2,2,831633.0
44369977000156-1-000015/2025,1,1,30000.0
44392215000170-1-000028/2025,11,11,87823.64
44392215000170-1-000070/2025,1,1,59515.0
44392215000170-1-000071/2025,2,2,12100.0
44392215000170-1-000106/2025,1,1,519.0
44392215000170-1-000117/2025,1,1,35623.0
44392215000170-1-000118/2025,1,1,60000.0
44392215000170-1-000119/2025,1,1,24000.0
44392215000170-1-000125/2025,1,1,8910.0
44497659000170-1-000023/2025,1,1,330.0
44497659000170-1-000076/2025,1,1,690.0
44497659000170-1-000077/2025,1,1,57800.0
44497659000170-1-000111/2025,1,1,2840.0
44497659000170-1-000112/2025,1,1,1262.0
44544005000150-1-000017/2025,1,1,6800.0
44616474000138-1-000008/2025,1,1,1080.0
44616474000138-1-000031/2025,1,1,3080.63
44616474000138-1-000041/2025,1,1,1154.36
44616474000138-1-000044/2025,1,1,907.9
44616474000138-1-000060/2025,3,3,9987.45
44616474000138-1-000062/2025,2,2,32510.0
44616474000138-1-000067/2025,1,1,321.0
44616474000138-1-000105/2025,1,1,1482.7
44705055000172-1-000001/2024,1,1,1090.0
44956238000160-1-000013/2024,1,1,776.0
44956238000160-1-000019/2024,3,1,9766.9
44956238000160-1-000043/2024,2,2,107824.86
44978239000106-1-000033/2025,1,1,12327.67
44984638000180-1-000067/2025,1,1,4615.0
45102052000107-1-000041/2025,1,1,58000.0
45102052000107-1-000081/2025,1,1,57500.0
45193699000191-1-000010/2025,2,1,245064.81
45193699000191-1-000018/2025,25,10,41719.09
45193699000191-1-000019/2024,1,1,626.1
45193699000191-1-000026/2025,1,1,32500.0
45193699000191-1-000029/2025,3,3,8027.17
45193699000191-1-000030/2025,1,1,100.0
45193699000191-1-000033/2025,1,1,23000.0
45193699000191-1-000036/2025,2,1,2354.0
45193699000191-1-000038/2025,1,1,4971.59
45193699000191-1-000041/2025,10,2,36485.1
45193699000191-1-000042/2025,1,1,4970.0
45193699000191-1-000044/2025,1,1,2250.0
45193699000191-1-000061/2024,1,1,464.36
45253346000130-1-000008/2025,1,1,22399.5
45271342000184-1-000010/2025,1,1,5757.0
45271342000184-1-000092/2024,3,3,140944.69
45271342000184-1-000113/2025,1,1,20213.0
45291787000126-1-000013/2024,1,1,4755.17
45291787000126-1-000019/2024,1,1,141700.4
45316509000186-1-000001/2025,1,1,6336.0
45316509000186-1-000017/2025,1,1,97978.0
45316509000186-1-000031/2024,1,1,525475.0
45316509000186-1-000036/2024,2,1,76846.1493
45316509000186-1-000036/2025,2,2,42894.68
45316509000186-1-000050/2025,1,1,10114.8
45316509000186-1-000054/2024,1,1,11439.36
45316509000186-1-000072/2024,4,3,62420.85
45316509000186-1-000075/2025,1,1,95000.0
45316509000186-1-000095/2024,1,1,134628.48
45316509000186-1-000165/2024,1,1,117296.5
45321791000190-1-000060/2025,1,1,72000.0
45359973000150-1-000082/2025,2,2,175519.0
45372963000154-1-000015/2025,1,1,37000.0
45509650000103-1-000041/2025,1,1,43.0
45509650000103-1-000061/2025,1,1,113000.0
45579061000193-1-000003/2025,1,1,5169.98
45579061000193-1-000008/2025,6,1,19289.45
45579061000193-1-000011/2024,88,5,254323.7
45579061000193-1-000020/2025,1,1,212900.0
45664616000103-1-000013/2025,1,1,230.0
45742707000101-1-000018/2025,1,1,49600.0
45767829000152-1-000063/2025,1,1,11053.5
45767829000152-1-000068/2025,1,1,9800.0
45767829000152-1-000071/2025,22,22,2677828.97
45788709000131-1-000052/2025,1,1,3909.0
45788709000131-1-000053/2025,1,1,2275.0
45788709000131-1-000054/2025,1,1,22989.7
45845902000167-1-000004/2025,1,1,36000.0
45845902000167-1-000009/2025,1,1,17940.0
45845902000167-1-000010/2025,1,1,14860.0
45877587000150-1-000003/2025,1,1,38500.0
45877587000150-1-000006/2025,1,1,6080.0
45877587000150-1-000007/2025,10,8,216851.2
45916929000101-1-000027/2024,10,3,198081.27
45959954000164-1-000011/2025,7,4,18328.39
45959954000164-1-000015/2025,1,1,11000.0
45959954000164-1-000018/2025,1,1,34500.0
45959954000164-1-000019/2025,1,1,7500.0
45959954000164-1-000024/2025,2,2,24115.5
45959954000164-1-000025/2024,1,1,333773.0
45959954000164-1-000025/2025,1,1,44758.26
45959954000164-1-000026/2025,1,1,28900.0
45960936000100-1-000013/2025,1,1,36000.0
45960936000100-1-000029/2025,3,3,20151.36
45960936000100-1-000082/2025,1,1,5295.0
45965982000194-1-000094/2025,1,1,14000.0
45965982000194-1-000104/2025,1,1,188900.0
45965982000194-1-000225/2025,1,1,13850.0
46008811000130-1-000017/2025,2,1,44716.8
