rank,score,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15
496,6.399062284940111,2,3,4,5,7,9,11,13,14,15,17,21,23,24,25
497,6.399005612702893,2,3,4,5,10,11,12,13,15,17,21,22,23,24,25
498,6.398991274724042,2,3,4,5,6,9,11,13,14,15,17,21,22,24,25
499,6.398940458426131,1,3,4,5,9,11,13,14,17,19,21,22,23,24,25
500,6.39891202547518,1,3,4,5,9,11,12,13,14,15,17,20,21,23,25
501,6.398902257141039,1,2,3,4,5,9,10,11,13,15,17,21,22,24,25
502,6.398860196620588,1,3,4,5,9,11,12,13,14,15,16,17,21,23,25
503,6.398848280205418,1,2,3,4,5,11,13,14,15,16,17,20,21,24,25
504,6.398816813398757,2,3,4,5,9,10,11,12,13,14,15,17,22,24,25
505,6.398788514441208,1,3,4,5,9,11,13,14,15,20,21,22,23,24,25
506,6.39877966458083,1,3,4,5,9,11,12,13,15,17,19,22,23,24,25
507,6.398736685586616,1,3,4,5,9,11,13,14,15,16,21,22,23,24,25
508,6.398654248042787,1,3,4,5,9,11,13,14,17,20,21,22,23,24,25
509,6.398602419188195,1,3,4,5,9,11,13,14,16,17,21,22,23,24,25
510,6.398508851709168,1,3,4,5,10,11,12,13,14,15,21,22,23,24,25
511,6.398507793811081,2,3,4,5,9,11,12,13,14,15,19,20,21,24,25
512,6.398493454197485,1,3,4,5,9,11,12,13,15,17,20,22,23,24,25
513,6.398455964956489,2,3,4,5,9,11,12,13,14,15,16,19,21,24,25
514,6.398441625342893,1,3,4,5,9,11,12,13,15,16,17,22,23,24,25
515,6.39838825279073,1,3,4,5,6,11,12,13,15,17,21,22,23,24,25
516,6.398374585310745,1,3,4,5,10,11,12,13,14,17,21,22,23,24,25
517,6.398373527412659,2,3,4,5,9,11,12,13,14,17,19,20,21,24,25
518,6.398321752924843,1,3,4,5,11,13,14,15,17,19,20,21,23,24,25
519,6.398321698558067,2,3,4,5,9,11,12,13,14,16,17,19,21,24,25
520,6.398270463702663,1,3,4,5,7,9,11,12,13,14,15,17,23,24,25
521,6.3982699240702505,1,3,4,5,11,13,14,15,16,17,19,21,23,24,25
522,6.398210643992141,2,3,4,5,9,11,12,14,15,17,19,21,23,24,25
523,6.398199453486595,1,3,4,5,6,9,11,12,13,14,15,17,22,24,25
524,6.398169754573145,2,3,4,5,9,11,12,13,14,15,16,20,21,24,25
525,6.39812670820553,3,4,5,6,9,11,13,14,15,17,21,22,23,24,25
526,6.398037690622526,1,3,4,5,9,10,11,13,15,17,21,22,23,24,25
527,6.398035488174722,2,3,4,5,9,11,12,13,14,16,17,20,21,24,25
528,6.397983713686906,1,3,4,5,11,13,14,15,16,17,20,21,23,24,25
529,6.397968385870751,2,3,4,5,7,9,11,12,13,15,17,21,22,24,25
530,6.397952246880244,3,4,5,9,10,11,12,13,14,15,17,22,23,24,25
531,6.397924433608797,2,3,4,5,9,11,12,14,15,17,20,21,23,24,25
532,6.3978726047542045,2,3,4,5,9,11,12,14,15,16,17,21,23,24,25
533,6.397756969992399,2,3,4,5,9,10,11,12,13,15,17,19,21,24,25
534,6.397726622155019,1,2,3,4,5,9,11,12,13,15,17,21,22,23,25
535,6.397643227292568,3,4,5,9,11,12,13,14,15,19,20,21,23,24,25
536,6.397624468322832,1,2,3,4,5,9,11,12,13,14,15,19,23,24,25
537,6.397591398437976,3,4,5,9,11,12,13,14,15,16,19,21,23,24,25
538,6.397541415314902,1,2,3,4,5,9,10,11,12,14,15,17,21,24,25
539,6.397508960894147,3,4,5,9,11,12,13,14,17,19,20,21,23,24,25
540,6.397490201924409,1,2,3,4,5,9,11,12,13,14,17,19,23,24,25
541,6.397471624877026,1,3,4,5,7,9,11,12,13,14,15,21,22,24,25
542,6.397470759609054,2,3,4,5,9,10,11,12,13,15,17,20,21,24,25
543,6.397457132039555,3,4,5,9,11,12,13,14,16,17,19,21,23,24,25
544,6.397418930754462,2,3,4,5,9,10,11,12,13,15,16,17,21,24,25
545,6.397338257939487,1,2,3,4,5,9,11,12,13,14,15,20,23,24,25
546,6.3973373584786035,1,3,4,5,7,9,11,12,13,14,17,21,22,24,25
547,6.397305188054632,3,4,5,9,11,12,13,14,15,16,20,21,23,24,25
548,6.397286429084895,1,2,3,4,5,9,11,12,13,14,15,16,23,24,25
549,6.397260208998674,1,3,4,5,9,10,11,12,13,14,15,19,21,24,25
550,6.397233056532732,1,2,3,4,5,6,11,12,13,14,15,21,23,24,25
551,6.397227853855482,1,3,4,5,11,12,13,15,17,19,20,21,22,24,25
552,6.397203991541065,1,2,3,4,5,9,11,12,13,14,17,20,23,24,25
553,6.39717602500089,1,3,4,5,11,12,13,15,16,17,19,21,22,24,25
554,6.39717092165621,3,4,5,9,11,12,13,14,16,17,20,21,23,24,25
555,6.3971521626864725,1,2,3,4,5,9,11,12,13,14,16,17,23,24,25
556,6.397139610080236,1,3,4,5,6,9,11,12,13,15,17,19,21,24,25
557,6.397136349604682,1,2,3,4,5,11,13,15,17,19,21,22,23,24,25
558,6.397125942600251,1,3,4,5,9,10,11,12,13,14,17,19,21,24,25
559,6.397103819352238,3,4,5,7,9,11,12,13,15,17,21,22,23,24,25
560,6.39709879013431,1,2,3,4,5,6,11,12,13,14,17,21,23,24,25
561,6.397050905862399,2,3,4,5,11,12,13,14,15,17,19,22,23,24,25
562,6.39700486336066,1,3,4,5,7,11,12,13,14,15,17,19,21,24,25
563,6.396973998615329,1,3,4,5,9,10,11,12,13,14,15,20,21,24,25
564,6.396966309270282,3,4,5,9,11,13,14,15,17,19,20,21,22,24,25
565,6.3969475503005455,1,2,3,4,5,9,11,13,14,15,17,19,22,24,25
566,6.396922169760737,1,3,4,5,9,10,11,12,13,14,15,16,21,24,25
567,6.39691448041569,3,4,5,9,11,13,14,15,16,17,19,21,22,24,25
568,6.396892403473886,3,4,5,9,10,11,12,13,15,17,19,21,23,24,25
569,6.396889814617546,1,3,4,5,11,12,13,15,16,17,20,21,22,24,25
570,6.396882494364528,1,2,3,4,5,9,10,11,13,14,15,21,23,24,25
571,6.396853399696892,1,3,4,5,6,9,11,12,13,15,17,20,21,24,25
572,6.396850139221337,1,2,3,4,5,11,13,15,17,20,21,22,23,24,25
573,6.396839732216907,1,3,4,5,9,10,11,12,13,14,17,20,21,24,25
574,6.3968015708423,1,3,4,5,6,9,11,12,13,15,16,17,21,24,25
575,6.396798310366745,1,2,3,4,5,11,13,15,16,17,21,22,23,24,25
576,6.3967879033623145,1,3,4,5,9,10,11,12,13,14,16,17,21,24,25
577,6.396764695479055,2,3,4,5,11,12,13,14,15,17,20,22,23,24,25
578,6.39676189544609,1,2,3,4,5,6,9,11,13,15,17,21,23,24,25
579,6.396748227966105,1,2,3,4,5,9,10,11,13,14,17,21,23,24,25
580,6.396724688114229,1,2,3,5,11,12,13,14,15,17,21,22,23,24,25
581,6.396718652977316,1,3,4,5,7,11,12,13,14,15,17,20,21,24,25
582,6.396712866624463,2,3,4,5,11,12,13,14,15,16,17,22,23,24,25
583,6.396691363098772,1,2,3,4,5,9,11,12,13,14,19,21,22,24,25
584,6.396686646538241,3,4,5,10,11,12,13,14,15,17,19,21,22,24,25
585,6.39667684879639,1,3,4,5,9,10,11,12,14,15,17,21,23,24,25
586,6.396676451703809,2,3,4,5,6,9,11,12,13,14,15,17,23,24,25
587,6.396666824122724,1,3,4,5,7,11,12,13,14,15,16,17,21,24,25
588,6.396661339917201,1,2,3,4,5,9,11,13,14,15,17,20,22,24,25
589,6.396628270032346,3,4,5,9,11,13,14,15,16,17,20,21,22,24,25
590,6.396627148726514,1,2,3,4,5,7,11,13,14,15,17,21,23,24,25
591,6.396609511062609,1,2,3,4,5,9,11,13,14,15,16,17,22,24,25
592,6.396606193090541,3,4,5,9,10,11,12,13,15,17,20,21,23,24,25
593,6.396587434120804,1,2,3,4,5,9,10,11,12,13,15,17,23,24,25
594,6.396556138510446,1,2,3,4,5,6,11,13,14,15,17,21,22,24,25
595,6.396554364235949,3,4,5,9,10,11,12,13,15,16,17,21,23,24,25
596,6.396457823972407,2,3,4,5,9,11,12,13,15,19,21,22,23,24,25
597,6.3964051527154275,1,2,3,4,5,9,11,12,13,14,20,21,22,24,25
598,6.396400436154896,3,4,5,10,11,12,13,14,15,17,20,21,22,24,25
599,6.39638167718516,1,2,3,4,5,10,11,12,13,14,15,17,22,24,25
600,6.396353323860835,1,2,3,4,5,9,11,12,13,14,16,21,22,24,25
601,6.396348607300304,3,4,5,10,11,12,13,14,15,16,17,21,22,24,25
602,6.396323557573985,2,3,4,5,9,11,12,13,17,19,21,22,23,24,25
603,6.39631219237965,3,4,5,6,9,10,11,12,13,14,15,17,21,24,25
604,6.3963089319040956,2,3,4,5,10,11,13,14,15,17,21,22,23,24,25
605,6.396242269294911,1,2,3,4,5,9,11,12,14,15,21,22,23,24,25
606,6.396171613589062,2,3,4,5,9,11,12,13,15,20,21,22,23,24,25
607,6.396128753656879,2,3,4,5,8,9,11,12,13,14,15,17,21,24,25
608,6.39611978473447,2,3,4,5,9,11,12,13,15,16,21,22,23,24,25
609,6.396108002896488,1,2,3,4,5,9,11,12,14,17,21,22,23,24,25
610,6.3960829837820325,1,3,4,5,9,11,13,14,15,17,19,22,23,24,25
611,6.396072657597484,1,2,3,4,5,11,12,13,14,15,19,20,21,24,25
612,6.39603734719064,2,3,4,5,9,11,12,13,17,20,21,22,23,24,25
613,6.396020828742892,1,2,3,4,5,11,12,13,14,15,16,19,21,24,25
614,6.395985518336048,2,3,4,5,9,11,12,13,16,17,21,22,23,24,25
615,6.39594862309424,2,3,4,5,7,9,11,12,13,14,15,21,23,24,25
616,6.395938391199062,1,2,3,4,5,11,12,13,14,17,19,20,21,24,25
617,6.39588656234447,1,2,3,4,5,11,12,13,14,16,17,19,21,24,25
618,6.395877612878172,2,3,4,5,6,9,11,12,13,14,15,21,22,24,25
619,6.39582679658026,1,3,4,5,9,11,12,13,14,19,21,22,23,24,25
620,6.395814356695817,2,3,4,5,7,9,11,12,13,14,17,21,23,24,25
621,6.395796773398688,1,3,4,5,9,11,13,14,15,17,20,22,23,24,25
622,6.395788595295167,1,2,3,4,5,9,10,11,12,13,15,21,22,24,25
623,6.395775507778544,1,2,3,4,5,11,12,14,15,17,19,21,23,24,25
624,6.395744944544096,1,3,4,5,9,11,13,14,15,16,17,22,23,24,25
625,6.395743346479749,2,3,4,5,6,9,11,12,13,14,17,21,22,24,25
626,6.395734618359548,1,2,3,4,5,11,12,13,14,15,16,20,21,24,25
627,6.395704852072696,2,3,4,5,11,12,13,15,17,19,20,21,23,24,25
628,6.395691571991933,1,3,4,5,6,11,13,14,15,17,21,22,23,24,25
629,6.395654328896745,1,2,3,4,5,9,10,11,12,13,17,21,22,24,25
630,6.395653023218104,2,3,4,5,11,12,13,15,16,17,19,21,23,24,25
631,6.395601496510841,1,2,3,4,5,9,11,13,15,17,19,20,21,24,25
632,6.395600351961125,1,2,3,4,5,11,12,13,14,16,17,20,21,24,25
633,6.395549667656249,1,2,3,4,5,9,11,13,15,16,17,19,21,24,25
634,6.3955405861969155,1,3,4,5,9,11,12,13,14,20,21,22,23,24,25
635,6.395533249657154,1,2,3,4,5,7,11,12,13,15,17,21,22,24,25
636,6.395517110666647,1,3,4,5,10,11,12,13,14,15,17,22,23,24,25
637,6.395516052768561,2,3,4,5,9,11,12,13,14,15,17,19,20,24,25
638,6.3954892973952,1,2,3,4,5,11,12,14,15,17,20,21,23,24,25
639,6.395488757342323,1,3,4,5,9,11,12,13,14,16,21,22,23,24,25
640,6.3954760454037345,1,2,3,5,9,11,12,13,14,15,17,19,21,24,25
641,6.395464223913969,2,3,4,5,9,11,12,13,14,15,16,17,19,24,25
642,6.3954374685406075,1,2,3,4,5,11,12,14,15,16,17,21,23,24,25
643,6.395410851361805,2,3,4,5,6,11,12,13,14,15,17,19,21,24,25
644,6.395407655990367,1,3,4,5,9,11,12,13,14,15,17,19,21,22,25
645,6.39536681283476,2,3,4,5,11,12,13,15,16,17,20,21,23,24,25
646,6.395321833778802,1,2,3,4,5,10,11,12,13,15,17,19,21,24,25
647,6.395271705071954,2,3,4,5,7,9,11,13,14,15,17,21,22,24,25
648,6.395264187138367,3,4,5,8,9,11,12,13,14,15,17,21,23,24,25
649,6.395263457272905,1,2,3,4,5,9,11,13,15,16,17,20,21,24,25
650,6.395208091078971,1,3,4,5,11,12,13,14,15,19,20,21,23,24,25
651,6.39518983502039,1,2,3,5,9,11,12,13,14,15,17,20,21,24,25
652,6.395178013530624,2,3,4,5,9,11,12,13,14,15,16,17,20,24,25
653,6.395156262224379,1,3,4,5,11,12,13,14,15,16,19,21,23,24,25
654,6.395138006165798,1,2,3,5,9,11,12,13,14,15,16,17,21,24,25
655,6.395124640978461,2,3,4,5,6,11,12,13,14,15,17,20,21,24,25
656,6.395121445607023,1,3,4,5,9,11,12,13,14,15,17,20,21,22,25
657,6.39507382468055,1,3,4,5,11,12,13,14,17,19,20,21,23,24,25
658,6.3950728121238685,2,3,4,5,6,11,12,13,14,15,16,17,21,24,25
659,6.395069616752431,1,3,4,5,9,11,12,13,14,15,16,17,21,22,25
660,6.3950602891936015,2,3,4,5,9,10,11,13,14,15,17,19,21,24,25
661,6.395035623395457,1,2,3,4,5,10,11,12,13,15,17,20,21,24,25
662,6.3950299413562215,1,2,3,4,5,9,11,13,14,15,17,21,22,23,25
663,6.3950219958259575,1,3,4,5,11,12,13,14,16,17,19,21,23,24,25
664,6.395013046359659,3,4,5,6,9,11,12,13,14,15,21,22,23,24,25
665,6.394983794540865,1,2,3,4,5,10,11,12,13,15,16,17,21,24,25
666,6.394924028776655,1,3,4,5,9,10,11,12,13,15,21,22,23,24,25
667,6.394878779961236,3,4,5,6,9,11,12,13,14,17,21,22,23,24,25
668,6.394870051841035,1,3,4,5,11,12,13,14,15,16,20,21,23,24,25
669,6.394789762378233,1,3,4,5,9,10,11,12,13,17,21,22,23,24,25
670,6.394774078810257,2,3,4,5,9,10,11,13,14,15,17,20,21,24,25
671,6.394736929992329,1,3,4,5,9,11,13,15,17,19,20,21,23,24,25
672,6.394735785442613,1,3,4,5,11,12,13,14,16,17,20,21,23,24,25
673,6.394722249955665,2,3,4,5,9,10,11,13,14,15,16,17,21,24,25
674,6.394685101137737,1,3,4,5,9,11,13,15,16,17,19,21,23,24,25
675,6.394668683138641,1,3,4,5,7,11,12,13,15,17,21,22,23,24,25
676,6.394651486250048,3,4,5,9,11,12,13,14,15,17,19,20,23,24,25
677,6.394611478885221,1,3,5,9,11,12,13,14,15,17,19,21,23,24,25
678,6.394599657395456,3,4,5,9,11,12,13,14,15,16,17,19,23,24,25
679,6.394546284843292,3,4,5,6,11,12,13,14,15,17,19,21,23,24,25
680,6.394531173056685,1,3,4,5,11,13,14,15,17,19,20,21,22,24,25
681,6.394479883834506,1,3,4,5,7,9,11,12,13,14,15,17,22,24,25
682,6.394479344202093,1,3,4,5,11,13,14,15,16,17,19,21,22,24,25
683,6.394457267260289,1,3,4,5,10,11,12,13,15,17,19,21,23,24,25
684,6.394442929281438,1,3,4,5,6,9,11,13,14,15,17,19,21,24,25
685,6.394420064123984,2,3,4,5,9,11,12,14,15,17,19,21,22,24,25
686,6.394407138553441,3,4,5,7,9,11,13,14,15,17,21,22,23,24,25
687,6.394398890754393,1,3,4,5,9,11,13,15,16,17,20,21,23,24,25
688,6.394325268501876,1,3,5,9,11,12,13,14,15,17,20,21,23,24,25
689,6.394313447012111,3,4,5,9,11,12,13,14,15,16,17,20,23,24,25
690,6.394273439647284,1,3,5,9,11,12,13,14,15,16,17,21,23,24,25
691,6.394268467956153,1,3,4,5,9,10,11,12,13,14,15,17,19,24,25
692,6.394260074459948,3,4,5,6,11,12,13,14,15,17,20,21,23,24,25
693,6.394241315490212,1,2,3,4,5,6,11,12,13,14,15,17,23,24,25
694,6.3942082456053555,3,4,5,6,11,12,13,14,15,16,17,21,23,24,25
695,6.3941957226750885,3,4,5,9,10,11,13,14,15,17,19,21,23,24,25
696,6.3941931338187485,1,3,4,5,11,13,14,15,16,17,20,21,22,24,25
697,6.394171056876944,1,3,4,5,10,11,12,13,15,17,20,21,23,24,25
698,6.394156718898094,1,3,4,5,6,9,11,13,14,15,17,20,21,24,25
699,6.394133853740639,2,3,4,5,9,11,12,14,15,17,20,21,22,24,25
700,6.394119228022352,1,3,4,5,10,11,12,13,15,16,17,21,23,24,25
701,6.394104890043502,1,3,4,5,6,9,11,13,14,15,16,17,21,24,25
702,6.394082024886047,2,3,4,5,9,11,12,14,15,16,17,21,22,24,25
703,6.3940226877588096,1,2,3,4,5,11,12,13,15,19,21,22,23,24,25
704,6.393982257572809,1,3,4,5,9,10,11,12,13,14,15,17,20,24,25
705,6.393930428718217,1,3,4,5,9,10,11,12,13,14,15,16,17,24,25
706,6.393909512291744,3,4,5,9,10,11,13,14,15,17,20,21,23,24,25
707,6.393890753322007,1,2,3,4,5,9,10,11,13,14,15,17,23,24,25
708,6.393888421360388,1,2,3,4,5,11,12,13,17,19,21,22,23,24,25
709,6.393884654207581,2,3,4,5,9,11,12,13,14,15,17,19,21,23,25
710,6.393877056166053,1,3,4,5,6,10,11,12,13,14,15,17,21,24,25
711,6.393857683437152,3,4,5,9,10,11,13,14,15,16,17,21,23,24,25
712,6.393852647424411,3,4,5,9,11,12,13,14,15,19,20,21,22,24,25
713,6.393833888454674,1,2,3,4,5,9,11,12,13,14,15,19,22,24,25
714,6.393800818569819,3,4,5,9,11,12,13,14,15,16,19,21,22,24,25
715,6.393761143173609,2,3,4,5,9,11,13,14,15,19,21,22,23,24,25
716,6.393736477375465,1,2,3,4,5,11,12,13,15,20,21,22,23,24,25
717,6.393718381025989,3,4,5,9,11,12,13,14,17,19,20,21,22,24,25
718,6.393699622056252,1,2,3,4,5,9,11,12,13,14,17,19,22,24,25
719,6.393693617443283,1,2,3,4,5,8,11,12,13,14,15,17,21,24,25
720,6.393684648520873,1,2,3,4,5,11,12,13,15,16,21,22,23,24,25
721,6.393666552171397,3,4,5,9,11,12,13,14,16,17,19,21,22,24,25
722,6.393648233600219,1,2,3,4,5,6,9,11,12,13,15,21,23,24,25
723,6.393634566120234,1,2,3,4,5,9,10,11,12,13,14,21,23,24,25
724,6.393626876775188,2,3,4,5,9,11,13,14,17,19,21,22,23,24,25
725,6.393602210977043,1,2,3,4,5,11,12,13,17,20,21,22,23,24,25
726,6.393598443824237,2,3,4,5,9,11,12,13,14,15,17,20,21,23,25
727,6.393555497605472,3,4,5,9,11,12,14,15,17,19,21,22,23,24,25
728,6.393550382122451,1,2,3,4,5,11,12,13,16,17,21,22,23,24,25
729,6.39354767807133,1,2,3,4,5,9,11,12,13,14,15,20,22,24,25
730,6.393546614969645,2,3,4,5,9,11,12,13,14,15,16,17,21,23,25
731,6.393514608186474,3,4,5,9,11,12,13,14,15,16,20,21,22,24,25
732,6.393513967201796,1,2,3,4,5,6,9,11,12,13,17,21,23,24,25
733,6.393513486880643,1,2,3,4,5,7,11,12,13,14,15,21,23,24,25
734,6.3934958492167375,1,2,3,4,5,9,11,12,13,14,15,16,22,24,25
735,6.393474932790265,2,3,4,5,9,11,13,14,15,20,21,22,23,24,25
736,6.393466082929886,2,3,4,5,9,11,12,13,15,17,19,22,23,24,25
737,6.393442476664575,1,2,3,4,5,6,11,12,13,14,15,21,22,24,25
738,6.393423103935673,2,3,4,5,9,11,13,14,15,16,21,22,23,24,25
739,6.393420040428147,1,3,4,5,7,9,11,12,13,15,17,19,21,24,25
740,6.393413411672907,1,2,3,4,5,9,11,12,13,14,17,20,22,24,25
741,6.393380341788053,3,4,5,9,11,12,13,14,16,17,20,21,22,24,25
742,6.39337922048222,1,2,3,4,5,7,11,12,13,14,17,21,23,24,25
743,6.393361582818315,1,2,3,4,5,9,11,12,13,14,16,17,22,24,25
744,6.393340666391843,2,3,4,5,9,11,13,14,17,20,21,22,23,24,25
745,6.393308210266152,1,2,3,4,5,6,11,12,13,14,17,21,22,24,25
746,6.393288837537251,2,3,4,5,9,11,13,14,16,17,21,22,23,24,25
747,6.393269287222127,3,4,5,9,11,12,14,15,17,20,21,22,23,24,25
748,6.39325052825239,1,2,3,4,5,9,11,12,14,15,17,22,23,24,25
749,6.393217458367535,3,4,5,9,11,12,14,15,16,17,21,22,23,24,25
750,6.393215425530341,1,2,3,4,5,9,10,11,12,13,14,15,17,21,25
751,6.393195270058224,2,3,4,5,10,11,12,13,14,15,21,22,23,24,25
752,6.393179872546542,2,3,4,5,9,11,12,13,15,17,20,22,23,24,25
753,6.393139865181715,1,2,3,5,9,11,12,13,15,17,21,22,23,24,25
754,6.393133830044802,1,3,4,5,7,9,11,12,13,15,17,20,21,24,25
755,6.3931280436919495,2,3,4,5,9,11,12,13,15,16,17,22,23,24,25
756,6.393101823605728,3,4,5,9,10,11,12,13,15,17,19,21,22,24,25
757,6.39309191449637,1,2,3,4,5,9,10,11,13,14,15,21,22,24,25
758,6.39308200119021,1,3,4,5,7,9,11,12,13,15,16,17,21,24,25
759,6.393080916554964,1,2,3,4,5,11,12,13,14,15,17,19,20,24,25
760,6.393074671139787,2,3,4,5,6,11,12,13,15,17,21,22,23,24,25
761,6.393061003659802,2,3,4,5,10,11,12,13,14,17,21,22,23,24,25
762,6.393047846670108,3,4,5,11,12,13,14,15,16,17,19,20,21,24,25
763,6.393042325794001,1,2,3,4,5,7,9,11,13,15,17,21,23,24,25
764,6.393029087700372,1,2,3,4,5,11,12,13,14,15,16,17,19,24,25
765,6.393008171273899,2,3,4,5,11,13,14,15,17,19,20,21,23,24,25
766,6.392971315577933,1,2,3,4,5,6,9,11,13,15,17,21,22,24,25
767,6.392969321936162,1,3,4,5,9,11,12,13,14,15,19,22,23,24,25
768,6.392957648097948,1,2,3,4,5,9,10,11,13,14,17,21,22,24,25
769,6.3929568820517195,2,3,4,5,7,9,11,12,13,14,15,17,23,24,25
770,6.392956342419307,2,3,4,5,11,13,14,15,16,17,19,21,23,24,25
771,6.392886268928232,1,3,4,5,9,10,11,12,14,15,17,21,22,24,25
772,6.392885871835651,2,3,4,5,6,9,11,12,13,14,15,17,22,24,25
773,6.392836568858357,1,2,3,4,5,7,11,13,14,15,17,21,22,24,25
774,6.39283505553774,1,3,4,5,9,11,12,13,14,17,19,22,23,24,25
775,6.39282905092477,1,3,4,5,8,11,12,13,14,15,17,21,23,24,25
776,6.392815613222384,3,4,5,9,10,11,12,13,15,17,20,21,22,24,25
777,6.392796854252647,1,2,3,4,5,9,10,11,12,13,15,17,22,24,25
778,6.392763784367792,3,4,5,9,10,11,12,13,15,16,17,21,22,24,25
779,6.392742877317027,1,2,3,4,5,11,12,13,14,15,16,17,20,24,25
780,6.392724108971582,2,3,4,5,9,10,11,13,15,17,21,22,23,24,25
781,6.3926831115528175,1,3,4,5,9,11,12,13,14,15,20,22,23,24,25
782,6.3926701320359625,2,3,4,5,11,13,14,15,16,17,20,21,23,24,25
783,6.3926312826982254,1,3,4,5,9,11,12,13,14,15,16,22,23,24,25
784,6.392625152980004,1,2,3,4,5,10,11,13,14,15,17,19,21,24,25
785,6.392592622727562,3,4,5,7,9,10,11,12,13,14,15,17,21,24,25
786,6.392577910146062,1,3,4,5,6,11,12,13,14,15,21,22,23,24,25
787,6.392548845154395,1,3,4,5,9,11,12,13,14,17,20,22,23,24,25
788,6.392497016299803,1,3,4,5,9,11,12,13,14,16,17,22,23,24,25
789,6.392487834664971,1,2,3,4,5,9,11,12,13,15,19,20,21,24,25
790,6.392478550351432,1,3,4,5,9,11,12,13,14,15,17,18,21,24,25
791,6.392443643747639,1,3,4,5,6,11,12,13,14,17,21,22,23,24,25
792,6.392436005810379,1,2,3,4,5,9,11,12,13,15,16,19,21,24,25
793,6.392353568266548,1,2,3,4,5,9,11,12,13,17,19,20,21,24,25
794,6.392350859011829,1,3,4,5,9,10,11,12,13,14,15,17,21,23,25
795,6.39233894259666,1,2,3,4,5,10,11,13,14,15,17,20,21,24,25
796,6.392301739411956,1,2,3,4,5,9,11,12,13,16,17,19,21,24,25
797,6.392287113742068,1,2,3,4,5,10,11,13,14,15,16,17,21,24,25
798,6.392227347977858,1,3,4,5,9,10,11,13,14,15,21,22,23,24,25
799,6.392216350036451,1,3,4,5,11,12,13,14,15,17,19,20,23,24,25
800,6.392190684846032,1,2,3,4,5,9,11,12,15,17,19,21,23,24,25
801,6.392164521181859,1,3,4,5,11,12,13,14,15,16,17,19,23,24,25
802,6.3921580432260825,2,3,4,5,7,9,11,12,13,14,15,21,22,24,25
803,6.392149795427034,1,2,3,4,5,9,11,12,13,15,16,20,21,24,25
804,6.39210674905942,1,3,4,5,6,9,11,13,15,17,21,22,23,24,25
805,6.392093081579436,1,3,4,5,9,10,11,13,14,17,21,22,23,24,25
806,6.39202377682766,2,3,4,5,7,9,11,12,13,14,17,21,22,24,25
807,6.392021305317138,3,4,5,6,9,11,12,13,14,15,17,22,23,24,25
808,6.392015529028612,1,2,3,4,5,9,11,12,13,16,17,20,21,24,25
809,6.391984927910387,1,2,3,4,5,11,12,14,15,17,19,21,22,24,25
810,6.391972002339844,1,3,4,5,7,11,13,14,15,17,21,22,23,24,25
811,6.39194662734773,2,3,4,5,9,10,11,12,13,14,15,19,21,24,25
812,6.391932287734135,1,3,4,5,9,10,11,12,13,15,17,22,23,24,25
813,6.39191627951035,1,2,3,4,5,9,11,12,13,14,15,21,22,23,25
